bug_id,creation_date,product_name,component_name,environment,severity_rating,priority,target_role,escalation_level,confidence_score
Z_ARCHIVED-403658,18/03/2013,Z_ARCHIVED,Stardust,unknown,2,low,Software Developer,Standard queue,0.4847937098491302
PDT-258274,10/12/2008,PDT,Code Assist,unknown,3,low,Systems Developer,Same-day review,0.4728361649472053
TYCHO-388629,02/09/2012,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.4856951339619542
EMF.DIFFMERGE-501481,15/09/2016,Other,UI,unknown,2,low,Frontend Developer,Standard queue,0.5697012939781921
JDT-11129,11/03/2002,JDT,Core,unknown,2,low,Backend Developer,Standard queue,0.6402519971656168
PLATFORM-11878,20/03/2002,PLATFORM,Update  (deprecated - use RT>Equinox>p2),unknown,2,low,Software Developer,Standard queue,0.5445800364666049
ORBIT-378428,03/05/2012,Other,releng,unknown,3,low,Systems Developer,Same-day review,0.5227911549662997
TCF-447493,16/10/2014,Other,Agent,unknown,3,low,Systems Developer,Same-day review,0.8465027744339906
ORION-348997,10/06/2011,ORION,Client,unknown,1,low,Software Developer,Standard queue,0.5747318775771652
LYO-512992,02/03/2017,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.4832660000783653
EPF-175573,26/02/2007,EPF,Content,unknown,2,low,Software Developer,Standard queue,0.6418710223262394
PLATFORM-19697,07/06/2002,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.48579940557406076
Z_ARCHIVED-312442,11/05/2010,Z_ARCHIVED,IAM,unknown,2,low,Software Developer,Standard queue,0.485409682232596
CDT-36794,23/04/2003,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.48328516311060865
JDT-46278,07/11/2003,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.47423628460972406
PLATFORM-174467,16/02/2007,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.5335338011374562
RAP-506316,21/10/2016,RAP,Incubator,unknown,3,low,Systems Developer,Same-day review,0.6341793729145095
EMF-463920,03/04/2015,Other,Xcore,unknown,2,low,Backend Developer,Standard queue,0.5907399979097604
COMMUNITY-364179,18/11/2011,COMMUNITY,PlanetEclipse.org,unknown,2,low,Software Developer,Standard queue,0.47788966659619914
ORION-431399,27/03/2014,ORION,Releng,unknown,2,low,Software Developer,Standard queue,0.4667401111654162
TIGERSTRIPE-312398,11/05/2010,Other,Diagrams,unknown,2,low,Software Developer,Standard queue,0.44935804924113787
Z_ARCHIVED-197783,25/07/2007,Z_ARCHIVED,TPTP,unknown,2,low,Software Developer,Standard queue,0.9047074195441007
COMMUNITY-432484,10/04/2014,COMMUNITY,Git,unknown,2,low,Software Developer,Standard queue,0.4806533553319609
PLATFORM-31046,05/02/2003,PLATFORM,UI,unknown,3,low,Frontend Developer,Same-day review,0.4496451858635757
ORION-481271,02/11/2015,ORION,JS Tools,unknown,3,low,Systems Developer,Same-day review,0.49306810164030745
PDT-149531,04/07/2006,PDT,Debugger,unknown,3,low,Systems Developer,Same-day review,0.7667404233753299
JETTY-423926,12/12/2013,JETTY,other,unknown,2,low,Software Developer,Standard queue,0.7142543816721149
GMF-TOOLING-113803,26/10/2005,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.48465724878313254
EPP-473447,23/07/2015,Other,Automated Error Reporting Client (AERI),unknown,2,low,Software Developer,Standard queue,0.5815531675100932
BIRT-150200,10/07/2006,BIRT,Chart,unknown,3,low,Systems Developer,Same-day review,0.7539337595478529
PDT-515493,20/04/2017,PDT,General UI,unknown,2,low,Frontend Developer,Standard queue,0.6855633149911344
JETTY-438996,07/07/2014,JETTY,server,unknown,1,low,Backend Developer,Standard queue,0.5942966939440255
MPC-520985,15/08/2017,Other,wizard,unknown,3,low,Systems Developer,Same-day review,0.7247377500816927
TYCHO-430950,23/03/2014,Other,Core,unknown,1,low,Backend Developer,Standard queue,0.5147482277275581
EMF-244604,19/08/2008,Other,Teneo,unknown,2,low,Software Developer,Standard queue,0.4362293605687788
CDT-282092,30/06/2009,CDT,cdt-build-managed,unknown,2,low,DevOps Engineer,Standard queue,0.46887180947954255
PTP-296928,04/12/2009,Other,ETFw,unknown,2,low,Software Developer,Standard queue,0.44158640205659605
PLATFORM-37591,14/05/2003,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.462358970304518
PTP-295489,18/11/2009,Other,RM,unknown,2,low,Software Developer,Standard queue,0.6601603173553929
JDT-26271,14/11/2002,JDT,Text,unknown,2,low,Software Developer,Standard queue,0.776745197026411
COMMUNITY-528802,14/12/2017,COMMUNITY,CI-Jenkins,unknown,2,low,Software Developer,Standard queue,0.48579882628018994
TMF-253175,03/11/2008,TMF,Xtext,unknown,2,low,Software Developer,Standard queue,0.4854091803541938
PLATFORM-7486,11/01/2002,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.7144288872943453
COMMUNITY-517965,07/06/2017,COMMUNITY,Dashboard,unknown,2,low,Software Developer,Standard queue,0.6095436586164603
EMFCOMPARE-403425,15/03/2013,Other,Core,unknown,3,low,Backend Developer,Same-day review,0.6189407630069965
Z_ARCHIVED-108379,30/08/2005,Z_ARCHIVED,TPTP,unknown,2,low,Software Developer,Standard queue,0.8786825062524194
BIRT-385316,17/07/2012,BIRT,Data,unknown,2,low,Software Developer,Standard queue,0.461858306369594
PLATFORM-9360,09/02/2002,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.4372845970986974
Z_ARCHIVED-91641,16/04/2005,Z_ARCHIVED,Webtools.WST.Javascript,unknown,3,low,Frontend Developer,Same-day review,0.8390121709287457
Z_ARCHIVED-137969,21/04/2006,Z_ARCHIVED,TPTP,unknown,3,low,Systems Developer,Same-day review,0.7467028413557146
JAVA_SERVER_FACES-314903,28/05/2010,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.48459091571834934
CDT-272979,20/04/2009,CDT,cdt-indexer,unknown,3,low,Systems Developer,Same-day review,0.7864285353974608
Z_ARCHIVED-102106,28/06/2005,Z_ARCHIVED,TPTP,unknown,2,low,Software Developer,Standard queue,0.6542401352028692
PLATFORM-35842,29/03/2003,PLATFORM,SWT,unknown,3,low,Frontend Developer,Same-day review,0.8448157680762847
ORION-418349,30/09/2013,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.451451796293924
TMF-459141,04/02/2015,TMF,Xtext,unknown,2,low,Software Developer,Standard queue,0.48451973181375224
SMILA-256437,25/11/2008,Other,Storage,unknown,2,low,Database Engineer,Standard queue,0.474968080693982
WTP_SOURCE_EDITING-361056,15/10/2011,WTP_SOURCE_EDITING,wst.xpath,unknown,2,low,Software Developer,Standard queue,0.5584743357991325
CDT-82408,07/01/2005,CDT,cdt-parser,unknown,2,low,Software Developer,Standard queue,0.5946943036930037
LINUX_TOOLS-285210,30/07/2009,LINUX_TOOLS,Project,unknown,2,low,Software Developer,Standard queue,0.475792406317469
TMF-368263,10/01/2012,TMF,Xtext,unknown,3,low,Systems Developer,Same-day review,0.45999635657417165
TARGET_MANAGEMENT-287457,24/08/2009,Other,RSE,unknown,2,low,Software Developer,Standard queue,0.48419935477339526
EPF-179905,29/03/2007,EPF,Tool,unknown,2,low,Software Developer,Standard queue,0.5498603935765026
PLATFORM-73716,10/09/2004,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.48519453212879354
MYLYN-240249,09/07/2008,MYLYN,Core,unknown,2,low,Backend Developer,Standard queue,0.5364610224390967
EQUINOX-229321,29/04/2008,EQUINOX,p2,unknown,2,low,Software Developer,Standard queue,0.4819596798060869
PLATFORM-88463,18/03/2005,PLATFORM,SWT,unknown,3,low,Frontend Developer,Same-day review,0.43516091593326167
WTP_JAVA_EE_TOOLS-262051,22/01/2009,WTP_JAVA_EE_TOOLS,jst.j2ee,unknown,3,low,Systems Developer,Same-day review,0.7425453014429633
EQUINOX-248793,26/09/2008,EQUINOX,Server-Side,unknown,2,low,Backend Developer,Standard queue,0.4939834781723469
PDT-203530,16/09/2007,PDT,General UI,unknown,2,low,Frontend Developer,Standard queue,0.4679929848500356
COMMUNITY-460463,20/02/2015,COMMUNITY,CI-Jenkins,unknown,2,low,Software Developer,Standard queue,0.745271882539352
JDT-8685,29/01/2002,JDT,Core,unknown,3,low,Backend Developer,Same-day review,0.6009395017985569
Z_ARCHIVED-91612,15/04/2005,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.4506872012328864
GMF-RUNTIME-131634,13/03/2006,Other,General,unknown,3,low,Software Developer,Same-day review,0.44278352510321284
LINUX_TOOLS-286071,09/08/2009,LINUX_TOOLS,Valgrind,unknown,2,low,Software Developer,Standard queue,0.8018746912987241
ACCELEO-486800,29/01/2016,Other,Query Language,unknown,2,low,Database Engineer,Standard queue,0.47616361627101006
GEF-431417,27/03/2014,Other,GEF Layout,unknown,2,low,Frontend Developer,Standard queue,0.4697596361944351
PLATFORM-1903,10/10/2001,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.48296782080189965
EGIT-331764,03/12/2010,Other,UI,unknown,1,low,Frontend Developer,Standard queue,0.582318395494265
PLATFORM-85139,14/02/2005,PLATFORM,Runtime,unknown,2,low,Software Developer,Standard queue,0.45772889103414516
CDT-270813,01/04/2009,CDT,cdt-debug,unknown,2,low,Software Developer,Standard queue,0.47989627465506224
Z_ARCHIVED-107744,23/08/2005,Z_ARCHIVED,TPTP,unknown,2,low,Software Developer,Standard queue,0.4814776467562093
PAPYRUS-483100,26/11/2015,PAPYRUS,Others,unknown,2,low,Software Developer,Standard queue,0.46448540573296027
EMF-383331,22/06/2012,Other,Query2,unknown,2,low,Database Engineer,Standard queue,0.45483173030265844
ICE-469296,03/06/2015,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.45974676133698433
AJDT-116846,17/11/2005,Other,UI,unknown,2,low,Frontend Developer,Standard queue,0.4450715918536923
TMF-372017,20/02/2012,TMF,Xtext,unknown,2,low,Software Developer,Standard queue,0.4728335002900886
LINUX_TOOLS-365247,30/11/2011,LINUX_TOOLS,LTTng,unknown,2,low,Software Developer,Standard queue,0.4756208994976152
Z_ARCHIVED-58889,16/04/2004,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.7013891688709877
PLATFORM-12379,27/03/2002,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.5061883156320474
XTEND-477445,15/09/2015,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.4816340698413101
BIRT-137912,21/04/2006,BIRT,Report Engine,unknown,2,low,Software Developer,Standard queue,0.8144717865757294
EQUINOX-379732,16/05/2012,EQUINOX,Framework,unknown,2,low,Software Developer,Standard queue,0.4813425115579489
RAP-374312,14/03/2012,RAP,RWT,unknown,2,low,Software Developer,Standard queue,0.4420365499570703
COMMUNITY-144137,28/05/2006,COMMUNITY,Website,unknown,2,low,Software Developer,Standard queue,0.5134592093974889
JDT-143079,22/05/2006,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.6593251852006599
CBI-351559,08/07/2011,Other,CBI p2 Repository Aggregator,unknown,2,low,Software Developer,Standard queue,0.4857126246417828
PDT-188871,24/05/2007,PDT,Editor,unknown,3,low,Systems Developer,Same-day review,0.45711947350616966
Z_ARCHIVED-54805,15/03/2004,Z_ARCHIVED,Hyades,unknown,2,low,Software Developer,Standard queue,0.481312805987456
EQUINOX-223924,25/03/2008,EQUINOX,p2,unknown,2,low,Software Developer,Standard queue,0.4759103801182518
COMMUNITY-499454,09/08/2016,COMMUNITY,Accounts.eclipse.org,unknown,2,low,Software Developer,Standard queue,0.46515952043241315
ASPECTJ-164633,15/11/2006,Other,Compiler,unknown,3,low,Systems Developer,Same-day review,0.6744353127567995
EPF-193417,19/06/2007,EPF,Content,unknown,2,low,Software Developer,Standard queue,0.43818650066463827
PLATFORM-96710,25/05/2005,PLATFORM,Runtime,unknown,3,low,Systems Developer,Same-day review,0.4800288536201836
PLATFORM-219,10/10/2001,PLATFORM,Team,unknown,2,low,Software Developer,Standard queue,0.475020901265828
ORION-400704,13/02/2013,ORION,Editor,unknown,2,low,Software Developer,Standard queue,0.4852497623467288
COMMUNITY-232830,19/05/2008,COMMUNITY,Bugzilla,unknown,3,low,Systems Developer,Same-day review,0.7002616678529008
LDT-406340,23/04/2013,Other,LuaDevelopmentTools,unknown,2,low,Software Developer,Standard queue,0.48572474299973334
BIRT-199010,07/08/2007,BIRT,Chart,unknown,2,low,Software Developer,Standard queue,0.5722230985189771
PLATFORM-172301,31/01/2007,PLATFORM,Text,unknown,2,low,Software Developer,Standard queue,0.4550200001173347
RAP-360483,10/10/2011,RAP,JFace,unknown,2,low,Software Developer,Standard queue,0.46855782122969936
WTP_SOURCE_EDITING-143553,24/05/2006,WTP_SOURCE_EDITING,wst.xsd,unknown,2,low,Software Developer,Standard queue,0.4454296215427427
BIRT-159139,28/09/2006,BIRT,Report,unknown,2,low,Software Developer,Standard queue,0.48576733357206303
EMF-254183,05/11/2008,Other,Releng,unknown,2,low,Software Developer,Standard queue,0.4437969516401475
CDT-299087,07/01/2010,CDT,cdt-debug,unknown,2,low,Software Developer,Standard queue,0.43544318254233383
PDE-179788,28/03/2007,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.4640223006877931
Z_ARCHIVED-176832,09/03/2007,Z_ARCHIVED,Aperi,unknown,3,low,Systems Developer,Same-day review,0.6002851968164908
PLATFORM-251021,15/10/2008,PLATFORM,SWT,unknown,3,low,Frontend Developer,Same-day review,0.667194599907817
MYLYN_DOCS-276395,14/05/2009,Other,Wikitext,unknown,2,low,Software Developer,Standard queue,0.4457136411859943
OCL-297665,12/12/2009,Other,Core,unknown,1,low,Backend Developer,Standard queue,0.44969779548228495
BIRT-193094,18/06/2007,BIRT,Report Designer,unknown,2,low,Software Developer,Standard queue,0.48413856998928134
EGERRIT-489556,14/03/2016,Other,Editor UI,unknown,2,low,Frontend Developer,Standard queue,0.43685248181842207
LINUX_TOOLS-182595,16/04/2007,LINUX_TOOLS,RPM,unknown,2,low,Software Developer,Standard queue,0.4807702349268758
COMMUNITY-379559,15/05/2012,COMMUNITY,Proposals and Reviews,unknown,2,low,Software Developer,Standard queue,0.45485236119049643
EQUINOX-530470,29/01/2018,EQUINOX,p2,unknown,3,low,Systems Developer,Same-day review,0.5488529405979012
PLATFORM-55085,17/03/2004,PLATFORM,Releng,unknown,2,low,Software Developer,Standard queue,0.4856444589696665
OSEE-344357,29/04/2011,Other,OSEE Application Framework,unknown,2,low,Software Developer,Standard queue,0.6936409642057574
PLATFORM-262088,22/01/2009,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.4742749513072026
AJDT-295713,20/11/2009,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.49129361000821925
PLATFORM-28529,17/12/2002,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.45520118825920386
EQUINOX-207588,26/10/2007,EQUINOX,Framework,unknown,2,low,Software Developer,Standard queue,0.4637147241370395
RTSC-333928,10/01/2011,Other,Runtime,unknown,2,low,Software Developer,Standard queue,0.466491780824516
AMALGAM-476663,04/09/2015,Other,UI,unknown,2,low,Frontend Developer,Standard queue,0.6757069109391927
PDT-360320,08/10/2011,PDT,Editor,unknown,2,low,Software Developer,Standard queue,0.756231701842809
PDE-173190,06/02/2007,PDE,Build,unknown,2,low,DevOps Engineer,Standard queue,0.4630297360815423
COMMUNITY-386150,27/07/2012,COMMUNITY,Hudson sandbox,unknown,1,low,Software Developer,Standard queue,0.43374277391873517
Z_ARCHIVED-281074,22/06/2009,Z_ARCHIVED,TPTP,unknown,2,low,Software Developer,Standard queue,0.6613600695351951
BIRT-230102,04/05/2008,BIRT,Data,unknown,2,low,Software Developer,Standard queue,0.4746344088212201
COMMUNITY-520734,09/08/2017,COMMUNITY,Servers,unknown,2,low,Backend Developer,Standard queue,0.8908358400886902
PLATFORM-84218,02/02/2005,PLATFORM,Runtime,unknown,2,low,Software Developer,Standard queue,0.46680495623168156
XWT-277465,22/05/2009,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.4652948200126902
WEB_TOOLS-220602,27/02/2008,Other,documentation,unknown,2,low,Product Specialist,Standard queue,0.45032059864813
BIRT-131246,09/03/2006,BIRT,Report Designer,unknown,2,low,Software Developer,Standard queue,0.48103758797162877
Z_ARCHIVED-176237,02/03/2007,Z_ARCHIVED,PlanetEclipse,unknown,2,low,Software Developer,Standard queue,0.5843060304867087
EGIT-438503,29/06/2014,Other,UI,unknown,2,low,Frontend Developer,Standard queue,0.48836924356409217
MYLYN-194140,24/06/2007,MYLYN,Jira,unknown,3,low,Systems Developer,Same-day review,0.479721107496733
EQUINOX-267893,10/03/2009,EQUINOX,p2,unknown,2,low,Software Developer,Standard queue,0.44013575085350104
ECF-331878,05/12/2010,Other,ecf.providers,unknown,2,low,Software Developer,Standard queue,0.5150212141643734
COMMUNITY-310833,28/04/2010,COMMUNITY,Proposals and Reviews,unknown,2,low,Software Developer,Standard queue,0.4464796795628764
GEF-146859,13/06/2006,Other,GEF-Legacy GEF (MVC),unknown,2,low,Software Developer,Standard queue,0.4733196392361055
PAPYRUS-465027,20/04/2015,PAPYRUS,Diagram,unknown,2,low,Software Developer,Standard queue,0.5366529148740031
PDT-150363,12/07/2006,PDT,Editor,unknown,3,low,Systems Developer,Same-day review,0.7664731148821935
EGIT-317368,19/06/2010,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.506844720719324
EMF-289632,16/09/2009,Other,Teneo,unknown,2,low,Software Developer,Standard queue,0.45024802710219924
PLATFORM-251482,20/10/2008,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.5445433998672911
ORION-428206,14/02/2014,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.45591816073836977
PLATFORM-13127,09/04/2002,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.662426622833427
WTP_WEBSERVICES-242721,31/07/2008,Other,jst.ws,unknown,3,low,Systems Developer,Same-day review,0.4656609569135518
SCOUT-397538,07/01/2013,Other,Scout,unknown,2,low,Software Developer,Standard queue,0.47252561769934354
PAPYRUS-480486,23/10/2015,PAPYRUS,Diagram,unknown,2,low,Software Developer,Standard queue,0.48398149953860176
CDT-177371,14/03/2007,CDT,cdt-debug-dsf,unknown,2,low,Software Developer,Standard queue,0.47183615711461835
TCF-288709,06/09/2009,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.46416821240685213
JGIT-420772,30/10/2013,Other,JGit,unknown,2,low,Software Developer,Standard queue,0.4381482477568839
XWT-468271,26/05/2015,Other,Data Binding,unknown,2,low,Software Developer,Standard queue,0.46577169100157434
JETTY-394870,22/11/2012,JETTY,other,unknown,2,low,Software Developer,Standard queue,0.5258447702880689
Z_ARCHIVED-174098,13/02/2007,Z_ARCHIVED,TPTP,unknown,3,low,Systems Developer,Same-day review,0.6468216701654437
ORION-457944,20/01/2015,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.4565035277266365
JUBULA-414263,01/08/2013,Other,UA,unknown,2,low,Software Developer,Standard queue,0.4765930946187982
BIRT-117416,21/11/2005,BIRT,Report Engine,unknown,2,low,Software Developer,Standard queue,0.584229247357118
XTEND-413680,24/07/2013,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.4761234898304101
PLATFORM-65631,03/06/2004,PLATFORM,Resources,unknown,2,low,Software Developer,Standard queue,0.445404181551033
ORION-448140,21/10/2014,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.5984697336825039
ATF-143302,23/05/2006,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.47890186625346254
BABEL-258804,15/12/2008,Other,Website,unknown,2,low,Software Developer,Standard queue,0.6983180166590337
ORION-393984,09/11/2012,ORION,Releng,unknown,2,low,Software Developer,Standard queue,0.4562291230891081
PLATFORM-178554,21/03/2007,PLATFORM,User Assistance,unknown,2,low,Software Developer,Standard queue,0.481635282105435
PLATFORM-310576,27/04/2010,PLATFORM,Team,unknown,1,low,Software Developer,Standard queue,0.4328603277233824
EQUINOX-228060,21/04/2008,EQUINOX,Security,unknown,2,low,Software Developer,Standard queue,0.8075361106651312
ORION-344963,06/05/2011,ORION,Client,unknown,1,low,Software Developer,Standard queue,0.7989111942362574
COMMUNITY-494458,24/05/2016,COMMUNITY,Proposals and Reviews,unknown,2,low,Software Developer,Standard queue,0.48508430016584514
PLATFORM-267006,04/03/2009,PLATFORM,Compare,unknown,2,low,Software Developer,Standard queue,0.4857009346105745
JDT-45352,22/10/2003,JDT,Text,unknown,2,low,Software Developer,Standard queue,0.697022234220462
PLATFORM-34970,13/03/2003,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.7859578465901121
PLATFORM-53549,02/03/2004,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.4459943050939935
WTP_INCUBATOR-253299,03/11/2008,Other,wtp.inc.xmlsecurity,unknown,2,low,Software Developer,Standard queue,0.4656452168283916
ORION-463104,25/03/2015,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.47992881926368924
ACCELEO-362686,02/11/2011,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.6449771295390823
WTP_WEBSERVICES-155883,31/08/2006,Other,jst.ws,unknown,3,low,Systems Developer,Same-day review,0.8786289731435997
PLATFORM-58123,12/04/2004,PLATFORM,UI,unknown,2,low,Frontend Developer,Standard queue,0.48065569094658567
EPF-270682,31/03/2009,EPF,Tool,unknown,2,low,Software Developer,Standard queue,0.43422540042906066
CDT-41063,01/08/2003,CDT,cdt-parser,unknown,2,low,Software Developer,Standard queue,0.485629719836975
COMMUNITY-527487,20/11/2017,COMMUNITY,Architecture Council,unknown,2,low,Software Developer,Standard queue,0.4822838890149238
COMMUNITY-266617,01/03/2009,COMMUNITY,Website,unknown,3,low,Systems Developer,Same-day review,0.48312341037986256
PDE-409969,05/06/2013,PDE,UI,unknown,2,low,Frontend Developer,Standard queue,0.4748140548020685
CDT-527872,28/11/2017,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.46703115746190693
BIRT-268007,10/03/2009,BIRT,Report,unknown,2,low,Software Developer,Standard queue,0.6897169664674931
WTP_JAVA_EE_TOOLS-138769,26/04/2006,WTP_JAVA_EE_TOOLS,wst.web,unknown,2,low,Software Developer,Standard queue,0.8127342954848346
Z_ARCHIVED-451566,14/11/2014,Z_ARCHIVED,Aether,unknown,2,low,Software Developer,Standard queue,0.4856374072116817
AJDT-163326,03/11/2006,Other,UI,unknown,1,low,Frontend Developer,Standard queue,0.4401902717515252
MYLYN_DOCS-239875,07/07/2008,Other,Wikitext,unknown,2,low,Software Developer,Standard queue,0.6216474066993547
CDT-215539,16/01/2008,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.8093744521859343
ORION-419091,09/10/2013,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.6122460803875748
JETTY-447629,16/10/2014,JETTY,server,unknown,2,low,Backend Developer,Standard queue,0.466244544125507
JDT-515484,20/04/2017,JDT,Core,unknown,2,low,Backend Developer,Standard queue,0.4758050809020631
RAP-175651,27/02/2007,RAP,Other,unknown,2,low,Software Developer,Standard queue,0.4776242690002761
ORION-418259,28/09/2013,ORION,OrionHub,unknown,3,low,Systems Developer,Same-day review,0.4496780996988594
COMMUNITY-413409,21/07/2013,COMMUNITY,Website,unknown,2,low,Software Developer,Standard queue,0.5704397785786355
DATA_TOOLS-274216,28/04/2009,DATA_TOOLS,DataTools,unknown,2,low,Software Developer,Standard queue,0.46638990345202735
QVTO-490424,25/03/2016,Other,Engine,unknown,2,low,Software Developer,Standard queue,0.604207756162424
MYLYN_TASKS-356986,07/09/2011,Other,Bugzilla,unknown,2,low,Software Developer,Standard queue,0.4855492590556918
BIRT-176436,05/03/2007,BIRT,Report,unknown,2,low,Software Developer,Standard queue,0.7784426053260339
BIRT-206413,15/10/2007,BIRT,Report Engine,unknown,3,low,Systems Developer,Same-day review,0.6969119848921745
PLATFORM-17928,27/05/2002,PLATFORM,SWT,unknown,2,low,Frontend Developer,Standard queue,0.6681662019944559
PLATFORM-45617,27/10/2003,PLATFORM,Resources,unknown,2,low,Software Developer,Standard queue,0.6933136318002333
COMMUNITY-322451,11/08/2010,COMMUNITY,CVS,unknown,2,low,Software Developer,Standard queue,0.4591712780922781
GEF-283408,14/07/2009,Other,GEF-Legacy Draw2d,unknown,3,low,Systems Developer,Same-day review,0.6782389000791129
Z_ARCHIVED-180916,04/04/2007,Z_ARCHIVED,Geclipse,unknown,2,low,Software Developer,Standard queue,0.5181518455734071
PDT-256442,25/11/2008,PDT,PHP Explorer & Projects management,unknown,3,low,Systems Developer,Same-day review,0.6513401931501198
PAPYRUS-445109,25/09/2014,PAPYRUS,Others,unknown,1,low,Software Developer,Standard queue,0.4392547101333506
BIRT-212238,07/12/2007,BIRT,Report Engine,unknown,2,low,Software Developer,Standard queue,0.7175696149998956
Z_ARCHIVED-290378,24/09/2009,Z_ARCHIVED,TPTP,unknown,3,low,Systems Developer,Same-day review,0.831006172353937
JDT-44123,03/10/2003,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.6437304503868325
ORION-405198,08/04/2013,ORION,Editor,unknown,2,low,Software Developer,Standard queue,0.47353408249059
ECF-238976,30/06/2008,Other,ecf.cola,unknown,2,low,Software Developer,Standard queue,0.8145895163371607
HUDSON-356207,30/08/2011,Other,WWW,unknown,2,low,Software Developer,Standard queue,0.44257226892501467
JDT-182341,13/04/2007,JDT,UI,unknown,2,low,Frontend Developer,Standard queue,0.522012105757551
VIATRA-506499,25/10/2016,Other,Query,unknown,2,low,Database Engineer,Standard queue,0.47640850324976536
WEB_TOOLS-196472,13/07/2007,Other,FAQ,unknown,2,low,Software Developer,Standard queue,0.7549643566442232
PAPYRUS-512162,14/02/2017,PAPYRUS,Others,unknown,2,low,Software Developer,Standard queue,0.4349355080713465
JDT-79993,02/12/2004,JDT,Text,unknown,2,low,Software Developer,Standard queue,0.4860641948203664
JETTY-405533,12/04/2013,JETTY,servlet-3.1,unknown,2,low,Software Developer,Standard queue,0.48319177217284975
MYLYN-170483,15/01/2007,MYLYN,Bugzilla,unknown,2,low,Software Developer,Standard queue,0.6725285299445181
PLATFORM-90066,01/04/2005,PLATFORM,Runtime,unknown,2,low,Software Developer,Standard queue,0.4390391557921545
SAPPHIRE-418433,01/10/2013,Other,modeling,unknown,2,low,Software Developer,Standard queue,0.4637214762408115
Z_ARCHIVED-179329,26/03/2007,Z_ARCHIVED,TPTP.monitoring,unknown,3,low,Systems Developer,Same-day review,0.6963406094320432
COMMUNITY-503315,04/10/2016,COMMUNITY,Accounts.eclipse.org,unknown,2,low,Software Developer,Standard queue,0.44485690203344286
WTP_JAVA_EE_TOOLS-205176,02/10/2007,WTP_JAVA_EE_TOOLS,jst.jem,unknown,2,low,Software Developer,Standard queue,0.7733147483343037
CDT-48860,16/12/2003,CDT,cdt-core,unknown,2,low,Backend Developer,Standard queue,0.44504166692967917
Z_ARCHIVED-163352,03/11/2006,Z_ARCHIVED,TPTP.monitoring,unknown,2,low,Software Developer,Standard queue,0.6547393712133267
MYLYN_TASKS-375076,22/03/2012,Other,Framework,unknown,1,low,Software Developer,Standard queue,0.4630144072897249
PAPYRUS-350977,01/07/2011,PAPYRUS,Core,unknown,2,low,Backend Developer,Standard queue,0.6346657367710157
ECLIPSELINK-313566,19/05/2010,ECLIPSELINK,MOXy,unknown,2,low,Software Developer,Standard queue,0.4790527715897773
Z_ARCHIVED-149756,05/07/2006,Z_ARCHIVED,TPTP,unknown,3,low,Systems Developer,Same-day review,0.4869083896714642
OCL-434433,08/05/2014,Other,Core,unknown,2,low,Backend Developer,Standard queue,0.525508270671772
ORION-411514,24/06/2013,ORION,Client,unknown,2,low,Software Developer,Standard queue,0.48549792557196747
