bug_id,creation_date,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,update_date,quantity_of_votes,quantity_of_comments,resolution_date,bug_fix_time,severity_category,severity_code
WAYLAND-69732,2013-09-23,weston,WAYLAND,Weston 1.2.91 fails to link,"[  124s] weston_multi_resource-multi-resource.o: In function `create_display':
[  124s] /home/abuild/rpmbuild/BUILD/weston-1.2.91/clients/multi-resource.c:235: undefined reference to `ceil'
[  124s] collect2: error: ld returned 1 exit status

Building against Wayland 1.2.91 and Mesa master.",wayland-bugs,hrvoje.senjan,fixed,1,resolved,4,2013-09-23,0,2,2013-09-23,0,normal,2
LIBREOFFICE-55525,2012-10-02,Writer,LIBREOFFICE,Table in RTF document imported with wrong column-width and left indent,"Created attachment 67968
original rtf document

See attachment Letter_Evaluatie_clean.rtf

Open in 3.4: Letter_Evaluatie_clean_346.pdf
Open in 3.5: Letter_Evaluatie_clean_357.pdf

(Names of tables as openend in 3.3.4/3.4.6!)
Table 3 :  left colum to small
Table 4 :  left indent lost
Table 5 :  left colum to small
Table 6 :  left indent lost

See Letter_Voorbeeld_Clean.rtf

Open in 3.4: Letter_Voorbeeld_Clean_346.pdf
Open in 3.5: Letter_Voorbeeld_Clean_357.pdf
Table 2 :  left indent lost
Table 8/9 : left indent of second part of table lost
Table 10 :  left indent lost  / left colum to small

I've checked the situation in 3.6.2rc2 and it's still incorrect there.",vmiklos,cno,fixed,1,resolved,4,2013-11-16,0,10,2012-11-14,43,normal,2
XCB-71507,2013-11-11,Library,XCB,ABI breakage: Qt segfaults when run against libxcb 1.9.3,"As seen elsewhere[0] Qt5 segfaults when run against the latest xcb release.

Thanks to Tommalla from #qt-labs I got the following backtrace for this crash:

Program received signal SIGSEGV Segmentation fault.
0x00007ffff0ae2120 in QXcbKeyboard::updateVModMapping() () from /usr/lib64/qt5/plugins/platforms/libqxcb.so
(gdb) bt
#0  0x00007ffff0ae2120 in QXcbKeyboard::updateVModMapping() () from /usr/lib64/qt5/plugins/platforms/libqxcb.so
#1  0x00007ffff0ae25e8 in QXcbKeyboard::QXcbKeyboard(QXcbConnection*) () from /usr/lib64/qt5/plugins/platforms/libqxcb.so
#2  0x00007ffff0adef90 in QXcbConnection::QXcbConnection(QXcbNativeInterface* bool char const*) () from /usr/lib64/qt5/plugins/platforms/libqxcb.so
#3  0x00007ffff0ae11ba in QXcbIntegration::QXcbIntegration(QStringList const& int& char**) () from /usr/lib64/qt5/plugins/platforms/libqxcb.so
#4  0x00007ffff0af1790 in QXcbIntegrationPlugin::create(QString const& QStringList const& int& char**) () from /usr/lib64/qt5/plugins/platforms/libqxcb.so
[...]

I asked him to tell gdb to disassemble and got the following snippet:

   0x00007ffff0ae2118 :   and    %eax%r15d
   0x00007ffff0ae211b :   mov    0x78(%rsp)%rax
=> 0x00007ffff0ae2120 :   mov    (%rax%rdx4)%edx
   0x00007ffff0ae2123 :   callq  0x7ffff0ade5c0 

So this segfaults right before calling QXcbConnection::atomName(unsigned int)[1].

The relevant code is here: [2]

Because it segfaults right before calling atomName() it must be dying in line 1064 where it just indexes into the result of xcb_xkb_get_names_value_list_unpack().

If you want me to guess then the size of this struct changed because of commit 37d0f55392d68d0a05dcf5d793d729e49108f1b7. This introduced a new alignment_pad field and thus shifted all the following members around by four byte. (Having just written this sentence I am pretty sure that this is the reason for the crash).

[0]:
https://bugreports.qt-project.org/browse/QTBUG-34748
https://bbs.archlinux.org/viewtopic.php?id=172746
https://bugs.freedesktop.org/show_bug.cgi?id=71502

[1]:
$ c++filt _ZN14QXcbConnection8atomNameEj
QXcbConnection::atomName(unsigned int)

[2]: https://qt.gitorious.org/qt/qtbase/source/fd619946be51784dc709363324897be6af144c52:src/plugins/platforms/xcb/qxcbkeyboard.cpp#L1019",xcb,psychon,fixed,1,resolved,4,2013-12-21,0,7,2013-12-21,40,blocker,6
LIBREOFFICE-33089,2011-01-13,Spreadsheet,LIBREOFFICE,Calc export of non-gregorian date to Excel loses format,"Created attachment 42001
The bug document

Steps to reproduce:

1. Start OpenOffice.org Calc
2. Tool -> Option -> Language Setting -> Languages and set Locale setting to Thai
3. Type a date (ex. 15/05/2008) in a cell
4. Click the cell and choose Format -> Cells -> Numbers then changes the 
following 
  4.1) Change Category to Date
  4.2) Change Language to Thai
	 4.3) Change Fomat to 31 ธันวาคม 2542
5. Click OK
6. Save as Microsoft Excel 97/2000/XP (.xls)
7. Exit OpenOffice.org Calc
8. Open the xls file in Microsoft Excel
  Excel will show error dialog box Some number formats may have been lost.
9. Observe the Date will be formatted as an integer number",libreoffice,tantai,fixed,1,resolved,4,2011-04-06,0,39,2011-04-06,83,normal,2
XORG-80470,2014-06-24,Input/evdev,XORG,Workaround for missing ABS_X/Y on multitouch devices,"(Bug #64029 fixes the crash related to this.)

1)  The Kernel spec says multitouch devices should give ABS_X and ABS_Y events as well as ABS_MT_POSITION_X.  [http://lists.x.org/archives/xorg/2013-July/055823.html]

2)  Many drivers (maybe even most?) for Android devices don't give ABS_X.  I've personally played with Note 8 (synaptics_s7301 touchscreen driver) Nexus 5 (synaptics RMI4 drivder).  I've looked at several other drivers (various Atmel MaXTouch there is a mainline atmel_mxt_ts driver which does the right thing but seems devices often use older mxt224 drivers...).

3)  Its not clear if many drivers are destined for mainline (Android looks like a fragmented and horrid dev scene compared to GNU/Linux).  The device turnover is so fast.

4)  The cause here is probably the Android docs:

https://source.android.com/devices/tech/input/touch-devices.html#touch-device-classification

which suggest (or at least imply) its OK for multitouch to not give ABS_X.

5)  Fixing these upstream is a noble goal but difficult to have much impact---I've grabbed the cyanogenmod sources for my Note 8 and Nexus 5 with the thought to to look into doing this.  But even if I fix these two drivers it is not likely to reach many people.

6)  Its much easier to compile a new xf86-input-evdev than to recompile and replace an Android OS.  For example I have a standard Fedora 20 in a chroot on my devices which can talk to the framebuffer even with (essentially) the out-of-box OS (called ROM in Android community)...  Pen works great just no touchscreen b/c of this.

----------------------

Given the above I think it might be more pragmatic to work around the the ABS_X issue.  We could still give a (WW) warning (instead of an error) pointing out its contrary to kernel spec.

I'm hopeful that such a workaround would involve changes only to evdev.c. Please advise if you think that's not the case (so I can decide whether to tackle this or 5) above).",peter.hutterer,cbm,fixed,1,resolved,4,2014-12-23,0,5,2014-12-23,182,normal,2
CAIRO-4184,2005-08-22,general,CAIRO,Wrong interpretation of FILTER for gradients,"The gradient code in cairo-pattern.c does really funky things with
the filter setting of the pattern. It uses it to influence
how we interpolate between the color stops. For a gradient
from 0 to 1 you can get colors looking like:

       +-------
       |          (NEAREST)
       |
 ------+

    /
   /        (GOOD BEST BILINEAR)
  /
 /

     .-'''''
    /           (GAUSSIAN)
   /             
 ..

This is clearly wrong ... the color values should always
be the second image. Filtering is somewhat meaningful for
gradients that change very rapidly - imagine zooming out
to infinity on a white-black gradient with EXTEND_REPEAT -
we should get uniform gray not white and black aliasing
artififacts. But that's subtle and entirely different
from what is implemented currently.",cworth,otaylor,fixed,1,resolved,4,2005-08-22,0,3,2005-08-23,1,normal,2
MESA-24433,2009-10-09,Drivers/DRI/i965,MESA,[i965 bisected] piglit draw-elements-base-vertex regression,"Created attachment 30236
draw-elements-base-vertex.png

System environment:
-- chipset: GM45
-- system architecture: i686
-- xserver-xorg-video-intel: 2:2.9.0-1ubuntu1
-- xserver-common: 2:1.6.3-1ubuntu7
-- mesa: db828ed7589d0a5687386c4b4268b4e7ff78c866
-- libdrm: 2.4.15
-- kernel version: 2.6.31-13-generic
-- Linux distribution: Ubuntu 9.10
-- Machine model: Dell Latitude E6400

Run piglit test draw-elements-base-vertex.

$ ./bin/draw-elements-base-vertex 
Probe at (1515)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (1535)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (3535)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (3555)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (5555)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (5575)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (7575)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (7595)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (9595)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (95115)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (115115)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (115135)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (135135)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (135155)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (155155)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (155175)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (175175)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000
Probe at (175195)
  Expected: 1.000000 1.000000 1.000000
  Observed: 0.000000 0.000000 0.000000",eric,vlee,fixed,1,closed,6,2009-10-22,0,5,2009-10-20,11,normal,2
FREEDESKTOP.ORG-77871,2014-04-24,Mailing lists,FREEDESKTOP.ORG,Change libva list owner,"Hi could you please replace or append the libva list owners with the following people:
- Gwenole Beauchesne (gb.devel@gmail.com)
- Jonathan Bian (jonathan.bian@intel.com)
- Haihao Xiang (haihao.xiang@intel.com)

Reason: get the ability to triage and accept some moderated messages to get through (e.g. large patches) in a reasonable amount of time.

Thanks.",sitewranglers,gb.devel,fixed,1,resolved,4,2014-05-20,0,4,2014-05-20,26,normal,2
DRI-91789,2015-08-28,General,DRI,MST (multi stream) with Asus PQ321 drm_dp_calc_pbn_mode() fails,"If a Asus monitor PQ321 is used in MST mode it gets no signal.
This is because the function drm_dp_calc_pbn_mode() in drm_dp_mst_topology.c returns a bad pixel bandwith number for the mode

Modeline 131:1920x2160 60 297000 1920 2008 2052 2200 2160 2168 2178 2250 0x48 0x5

The function return 8 and not the correct value of 1063.

Using simple u32 arithmetic in drm_dp_calc_pbn_mode() the monitor works fine.

I'm not sure if unsigned 32 bit would overflow in some cases.",dri-devel,Peter.Blum,fixed,1,resolved,4,2016-04-25,0,2,2016-04-25,241,normal,2
LIBREOFFICE-45959,2012-02-12,Writer,LIBREOFFICE,header/footer separator line shows without use of the mouse which is ugly,"- open new writer document
- move the mouse pointer to the header area the header separator will show
- close the file
- open spreadsheet 
- first move mouse bit left and right may click
- now move cursor with arrows
  mouse pointer is still in the header area
- file > new > textdocument
  >  header separator line is showed

This also happens when I ad random open documents and the mouse pointer happens to be in the area where a header/footer is (or is possible)

I though that the mouse pointer only would trigger the separator when it was actively moved.",cedric.bosdonnat.ooo,cno,fixed,1,closed,6,2012-09-17,0,5,2012-09-17,218,major,4
MESA-64471,2013-05-11,Drivers/Gallium/r600,MESA,Radeon HD6570 lockup in Brütal Legend with HyperZ,"Created attachment 79165
Lockup from new game

I tried Brütal Legend on Fedora 18/x86_64 the game itself if i386.
The system has these newer-than-Fedora18 components:
kernel 3.9+ (commit 51a26ae7a14b85c99c9be470c2d28eeeba0f26a3)
libdrm 2.4.44 from 2.4.44-2.fc20 SRPM from Koji recompiled on F18
llvm-3.3 from May 7 before branching to 3.3 was done
mesa 9.2 from May 7 commit was around 03ef60681e61a52dee7fa3285618c313cf13f50c
compiled into an RPM with float textures enabled:

$ rpm -q mesa-libGL
mesa-libGL-9.2-0.1.fc18.x86_64
mesa-libGL-9.2-0.1.fc18.i686

The game makes the Radeon chip lock up reliably at the same point
which is when the game starts after the long cutscene.

Attached are two dmesgs showing the same lockup.
The first occurred when I started a new game and watched through the cutscene.
The second occurred when I tried to continue the auto-saved game.",dri-devel,zboszor,fixed,1,resolved,4,2015-02-07,0,32,2015-02-07,637,major,4
XORG-18562,2008-11-16,Driver/radeonhd,XORG,X crashes with radeonhd 1.2.3 and dpms,"I am currently using version 1.2.1 and that works great. When I upgrade to 1.2.3 everything looks fine at first but when dpms turns on

xset dpms force standby

X crashes. Here is some output from Xorg.0.log:

X Window System Version 1.3.0
Release Date: 19 April 2007
X Protocol Version 11 Revision 0 Release 1.3

(--) PCI:*(1:0:0) ATI Technologies Inc M56P [Radeon Mobility X1600] rev 0 Mem @ 0x80000000/28 0x98300000/16 I/O @ 0x3000/8


I am aware that I almost surely will need to supply some more information than the information above but I am not sure what. Please let me know what else might be of importance here.",eich,nicolasbock,fixed,1,resolved,4,2008-11-17,0,6,2008-11-17,1,normal,2
XORG-15405,2008-04-08,Server/General,XORG,GLX clients recieve no visuals nor FBConfigs,"In recent pulls of xserver/mesa all GL applications have stopped working due to a lack of visuals and FBConfigs reported by the server.

Examples:

ben@mercury ~ $ /opt/exp/xorg/mesa/progs/xdemos/glxinfo 
name of display: :0.0
Error: couldn't find RGB GLX visual or fbconfig

ben@mercury ~ $ /opt/exp/xorg/mesa/progs/xdemos/glxgears
Error: couldn't get an RGB Double-buffered visual

ben@mercury ~ $ /opt/exp/xorg/mesa/progs/xdemos/glxgears_fbconfig 
Error getting extensions string.

(note: the error getting extensions string message was added by me to glxgears_fbconfig and is due to libGL failing to recognize the screen as GL capable due to a lack of any visuals)",xorg-team,bgamari,fixed,1,resolved,4,2008-04-21,0,2,2008-04-21,13,normal,2
DRI-106319,2018-04-30,DRM/Intel,DRI,[META] Linux 4.17-rc1 regressions,A Metabug to track regressions that have appeared when moving to 4.17-rc1,stanislav.lisovskiy,francesco.balestrieri,fixed,1,closed,6,2018-10-24,0,6,2018-10-24,177,normal,2
HAL-13948,2008-01-06,hal-info,HAL,Acer Aspire 1350 Keymap,"...is basically the same as one of 1360 that is already defined. See attachment

(More on the keyboard here ftp://ftp.support.acer-euro.com/notebook/aspire_1350/manual/1350-uk.pdf)",zeuthen,lkundrak,fixed,1,resolved,4,2008-02-19,0,3,2008-02-19,44,normal,2
BUSTLE-47908,2012-03-26,General,BUSTLE,make clean doesn't work outside git repository,"$ make clean
rm -f dist/build/bustle-pcap 
if test -d -x86_64 then rm -r -x86_64 fi
rm -f -x86_64.tar.bz2
rm: invalid option -- 'x'

This is because TARBALL_DIR is empty. Which is totally fine and I don't expect the maintainer-binary-tarball target to work but the clean target should be able to cope with this.",will,lamby,fixed,1,resolved,4,2012-04-05,0,2,2012-04-05,10,normal,2
MESA-107233,2018-07-15,Drivers/Vulkan/intel,MESA,[DXVK] Obduction / Hellblade: Senua’s Sacrifice - Problem with rendering,"Obduction / Hellblade: Senua’s Sacrifice
In these games there is a problem with lighting. The sun shines yellow when it should give gray colors.

Snapshots of problem - Obduction: https://imgur.com/a/odQpFEf
Snapshots of problem - Hellblade: Senua’s Sacrifice: https://imgur.com/a/bNqlozQ

GPU: Intel HD 5500
Mesa: https://gitlab.freedesktop.org/jekstrand/mesa/commit/041f6dcd2dc9dd56058a54dd262468abcaf684a0
DXVK: 0.62",intel-3d-bugs,mrchebik,fixed,1,resolved,4,2019-06-11,0,3,2019-06-11,331,normal,2
PORTLAND-13139,2007-11-07,xdg-utils,PORTLAND,xdg-email fails with unicode strings if using gawk,"Hi

The following command brings up a mail composition dialog with blank subject instead of the subject 안 as expected on my system with gawk installed:

xdg-email aaa@aaa.com --subject 안

However this works fine on systems that use mawk (such as Feisty). The problem is within the awk code embedded in the url_encode function:

-- snip --
for ( i=1 i<=length ($0) ++i ) {
    c = substr ($0 i 1)
    if ( ord [c] > 127 ) {
-- snip --

In gawk string manipulation functions such as length are unicode-aware and return the number of unicode characters instead of the number of bytes. This would usually be a good thing but in this case the unicode character should be broken up into bytes to be encoded properly. 

Setting LANG and LC_ALL to C right before this snippet tricks awk into thinking the string is ascii and processes it accordingly.",portland-bugs,ncliang,fixed,1,resolved,4,2011-08-12,0,5,2011-08-12,1374,normal,2
TELEPATHY-34144,2011-02-10,logger,TELEPATHY,XML Log store and logger API abuse TplEventSearchType,Function like tpl_log_manager_exists()  TplEventSearchType is being abused since it's not use as it is intended flags. Other such abuse can be found in the XML and Pidgin logger. In most cases TplEntityType should be use (while in other gboolean is_room is the natural correction). This was introduced during initial refactoring phase of the TpLogger.,telepathy-bugs,nicolas,fixed,1,resolved,4,2011-02-24,0,2,2011-02-24,14,normal,2
LIBREOFFICE-31082,2010-10-24,Presentation,LIBREOFFICE,cursor visible during Impress presentation,During the Impress presentation being active in full screen mode the OS X cursor is still visible.,jorendc,floeff,fixed,1,resolved,4,2013-04-21,0,10,2013-04-21,910,normal,2
XORG-12597,2007-09-27,Driver/mga,XORG,Matrox G550: text mode not restored.,"Hi!

after grumbling a long time about Debian bug no. 324500 (with another nod to Michel and all those who felt like him on my latest contribution.  He was right.) which is essentially #615 (and I'm now also hit by #4015 making my head ache on using a high resolution with 60Hz on the better display...)

Anyway... Opening a new bug here because the problem does not exactly match what went before.  The new problem is: after configuring the basic X server automatically (the Debian way dpkg-reconfigure xserver-xorg) I get working X on the primary screen with a resolution supported by the smaller screen while the smaller screen is blank.  (Not necessarily #4015 might just be clone mode and the initialisation of the 2nd screen missing.  See last bit of #615 which probably is not in the Debian packages I guess.)  Exiting X or trying to switch to a text console with Ctrl+Alt+Fn works fine in software but doesn't restore the screen to text mode (fluffy bit at the top of the screen looks like some funny bit patterns are written to the framebuffer).  I can however work normally (if blindly) even switching back to X works (screen comes back).

My set up hardware:
 * Matrox G550 with one DVI and one VGA output.
01:00.0 VGA compatible controller: Matrox Graphics Inc. MGA G550 AGP (rev 01) (prog-if 00 [VGA])
        Subsystem: Matrox Graphics Inc. Millennium G550 Dual Head DDR 32Mb
        Flags: bus master medium devsel latency 64 IRQ 16
        Memory at f4000000 (32-bit prefetchable) [size=32M]
        Memory at fddfc000 (32-bit non-prefetchable) [size=16K]
        Memory at fe000000 (32-bit non-prefetchable) [size=8M]
        Expansion ROM at fddc0000 [disabled] [size=128K]
        Capabilities: [dc] Power Management version 2
        Capabilities: [f0] AGP version 2.0
(that's pci id 102b:2527 with subsystem 102b:0f84)

 * One Hitachi 19 CM772 display (yes that's one of those taking acres of floor space :-) running off the analog output and running as the primary screen (i.e. output active after boot.)

 * One Benq FP767 display (cheap flat panel) running off the DVI output with a DVI -> VGA adapter as it does only have analog input.

The set up software:

all unmodified Debian packages (well almost see Debian bug 443004 but this has nothing to do with anything else I guess) on a system I installed for this purpose from a Debian etch CD and immediately (and before even starting to install X) updated to sid.

Debian package versions:
xserver-xorg x11-common xorg 1:7.3+2
xserver-xorg-video-mga 1:1.9.99.dfsg.1-1
libxrandr2 2:1.2.2-1

(Yell if you need more info.)


Attached: xorg.conf (as generated by Debian) and Xorg.0.log.


Cool to see some action here!

cheers
-- vbi",tilman,avbidder+xorg,fixed,1,resolved,4,2007-09-27,0,8,2007-09-27,0,normal,2
XORG-13796,2007-12-23,Driver/nouveau,XORG,tnt2 16Mb agp corrupted image,"hwinfo:

01:00.0 VGA compatible controller: nVidia Corporation NV5 [RIVA TNT2/TNT2 Pro] (rev 15) (prog-if 00 [VGA])
        Subsystem: ASUSTeK Computer Inc. AGP-V3800PRO
        Flags: bus master 66MHz medium devsel latency 64 IRQ 19
        Memory at de000000 (32-bit non-prefetchable) [size=16M]
        Memory at da000000 (32-bit prefetchable) [size=32M]
        Expansion ROM at dfef0000 [disabled] [size=64K]
        Capabilities: [60] Power Management version 1
        Capabilities: [44] AGP version 2.0

Subsystem: 1043:4000

Software:
Linux slax 2.6.23.11 #2 Sun Dec 16 08:33:34 GMT 2007 i686 unknown unknown GNU/Linux

drm from git (~12 dec 2007)
x server from git (~6 dec 2007)
nouveau (II) NOUVEAU driver Date:   Sun Dec 23 15:48:24 2007 +0100

right after x server startup i have very corrupted image all gtk2 apps have no text in menus. But Eterm (text inside it) works.

Options 

#Option EXANoDownloadFromScreen 1                                   
#Option  EXANoUploadToScreen 1                                      
#Option         EXANoComposite 1

has no positive effect.",nouveau,randrik,fixed,1,resolved,4,2007-12-28,0,9,2007-12-28,5,normal,2
ACCOUNTSSERVICE-94895,2016-04-11,general,ACCOUNTSSERVICE,Consider allow_inactive=yes for change-own-user-data,"Currently data/org.freedesktop.accounts.policy.in specifies that a user must be active in order to set his own data.

X2go LTSP etc users are considered remote i.e. inactive and they are not allowed to change their own user data without authentication.
This results in a different behaviour when they e.g. try to change their language in the `gnome-control-center user-accounts`.

Furthermore in some distributions it has been observed that change-own-user-data authentication dialogs popup when changing VTs or when switching users or sometimes even with just gnome-screensaver possibly because the distribution is trying to update the user data (e.g. to notify the UI that he has new mails) when the user's vt was not active.

Therefore I'd like to ask you to consider setting yes for change-own-user-data.

Ubuntu bug report: https://bugs.launchpad.net/ubuntu/+source/accountsservice/+bug/1512002

Thanks!",mclasen,alkisg,fixed,1,resolved,4,2016-05-20,0,5,2016-05-20,39,normal,2
LIBREOFFICE-49659,2012-05-08,Writer,LIBREOFFICE,rtf header tables pagenumber are wrong,"Created attachment 61254
an rtf doc for tests

In the test rtf included the page is badly rendered:

Header is wrong
An image does not appear
Non existent tables
Page number missing

I am comparing with MS Word

LibO is under ubuntu 12.04 LTS",vmiklos,z1949,fixed,1,resolved,4,2012-11-22,0,14,2012-06-11,34,normal,2
XKEYBOARD-CONFIG-68974,2013-09-05,General,XKEYBOARD-CONFIG,Change of author email address in symbols/rs,"Created attachment 85235
Formatted commit.

Update to my email address in symbols/rs. It has been out of date for many
years now sorry about that.",xkb,caslav.ilic,fixed,1,resolved,4,2013-09-05,0,2,2013-09-05,0,trivial,1
WAYLAND-79809,2014-06-09,weston,WAYLAND,radeonsi: mouse cursor corruption using weston on AMD Kaveri,"Created attachment 100690
mouse cursor corruption photo 01

Distribution: Arch Linux
Hardware: AMD A10-7850K Kaveri APU
Kernel: 3.11+ (needed for Kaveri KMS support).

Description: After launching weston on AMD Kaveri APU (or similar) mouse cursor gets corrupted. 

The bug was initially reported to kernel bugtracker: https://bugzilla.kernel.org/show_bug.cgi?id=77531

The conclusion was that weston assumes 64x64 cursor size when this hardware support only 128x128.

Steps to reproduce:
- Launch weston (tested with 1.4+).
- Mouse cursor gets corrupted.",wayland-bugs,alvarofernandogarcia,fixed,1,resolved,4,2015-05-20,0,16,2015-05-20,345,minor,2
FREEDESKTOP.ORG-81610,2014-07-21,Account Modification Requests,FREEDESKTOP.ORG,Can't push to intel-gpu-tools,"Hi could I please be added to the xorg group so that I can push patches to intel-gpu-tools such as my recent series posted to the intel-gfx list:
http://lists.freedesktop.org/archives/intel-gfx/2014-July/thread.html

I'm making this request after Daniel Vetter nudged me asking if I had permission already and he gave his ok for me to request access.

My freedesktop.org username is rib",sitewranglers,robert,fixed,1,resolved,4,2015-02-01,0,2,2015-02-01,195,normal,2
XORG-5844,2006-02-09,Driver/SiS,XORG,Using a laptop with a data projector does not work as wanted,"I want to use my laptop with a data projector plug it into the back of the
machine see my presentation on the laptop screen as the audience view the same
thing from the projector. This used to work then sometimes did/didn't but
became less & less. I assumed something like incompatability between laptop &
projector.

Recently I could not get it to work and someone suggested that I set the laptop
as dual head ... I then got another desktop displayed by the projector but
different from the one on the laptop screen. This shows me that there is no
incompatibility. What I want it to have the same desktop & applications
displayed on both - so that the audience can see what I am seeing.

My laptop is running an up to date patched fedora core 4.

part of: /etc/X11/xorg.conf
Section Monitor
        Identifier   Monitor0
        VendorName   Monitor Vendor
        ModelName    LCD Panel 1024x768
        HorizSync    31.5 - 48.5
        VertRefresh  40.0 - 70.0
        Option      dpms
EndSection

Section Device
        Identifier  Videocard0
        Driver      sis
        VendorName  Videocard vendor
        BoardName   SiS 630/730
EndSection

lspci tells me:
01:00.0 VGA compatible controller: Silicon Integrated Systems [SiS] 630/730
PCI/AGP VGA Display Adapter (rev 31)",thomas,addw,fixed,1,resolved,4,2006-04-18,0,3,2006-04-19,69,normal,2
XORG-24703,2009-10-23,Server/Acceleration/EXA,XORG,EXA crashes with exaGetPixmapFirstPixel called for invalid bpp,"Hello

I am running the current release candidate and have problems with EXA. Regardless of having KMS enabled or disabled my XServer crashes when I try to open a window. Starting the desktop itself is fine until the first window should be shown.

I report this bug with having KMS and EXA disabled and XAA enabled instead.

Fatal server error:
exaGetPixmapFirstPixel called for invalid bpp 1     

Software versions:
xorg-server 1.7.0.902
xf86-video-ati 6.12.99.git20091014
ati-dri 7.6
mesa 7.6

Steps to reproduce:
Start X and open a window.

If you need anymore information please let me know. Thank you!",xorg-team,steve-e,fixed,1,resolved,4,2010-12-22,0,22,2010-12-22,425,normal,2
LIBREOFFICE-49461,2012-05-04,Spreadsheet,LIBREOFFICE,FILEOPEN : can't read some ODS-files since upgrade to ubuntu 12.04,"Created attachment 61010
a spreadsheet with multiple pages for investment follow-up

see example file in attachment

this file can still be processed by open office in windows but not in ubuntu since the upgrade to 12.04

the program says : Read error. An unknown error has occurred",libreoffice-bugs,hugo.dekeyser,fixed,1,resolved,4,2012-05-17,0,3,2012-05-17,13,normal,2
LIBREOFFICE-72814,2013-12-17,Chart,LIBREOFFICE,UI: Chart Data Ranges Dialog uses the Sheet References instead of the Data Range leaves the input text controls empty,"How to reproduce:
- Open the attached spreadsheet document. 
- Edit the chart data ranges (double-click then right-click and choose Data Ranges)
- Select the y-Values line under Data ranges list

Expected result:
- Text label under the Data ranges list changes to Range for y-Values
- Text input field under this label contains the reference to the values in the sheet (e.g. $Sheet1.$A$1:$A$4)

Tested that it works this way on openSuSE 12.3 (64-bit) with Version 4.1.3.2 Build ID: 410m0(Build:2)

Actual result:
- Text label changes to Range for  + reference to the values (e.g. Range for $Sheet1.$A$1:$A$4 )
- Text input field remains empty.

Tested on Master Version: 4.3.0.0.alpha0+ 
Build ID: 802ca8cd36c4b08c629a956a4ed774e70e6c0060
on openSuSE 12.3 (64-bit git pull 17 December 2013)",libreoffice-bugs,stephanv778,fixed,1,resolved,4,2014-09-08,0,8,2014-01-10,24,normal,2
